"","Destination.City","Origin.City","Airline.Status","Age","Gender","Price.Sensitivity","Year.of.First.Flight","Flights.Per.Year","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Shopping.Amount.at.Airport","Eating.and.Drinking.at.Airport","Class","Day.of.Month","Flight.date","Partner.Code","Partner.Name","Origin.State","Destination.State","Scheduled.Departure.Hour","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.cancelled","Flight.time.in.minutes","Flight.Distance","Likelihood.to.recommend","olong","olat","dlong","dlat","freeText"
"9437","San Francisco, CA","Las Vegas, NV","Silver","36-46","Female","1",2012,"13-25","-0.451 to 0.0588","Business travel","1+",0,105,"Eco",8,"3/8/14","OU","Oursin Airlines Inc.","Nevada","California",19,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-115.1672,36.1349,-122.1585,37.6712,NA
"9438","Atlanta, GA","Los Angeles, CA","Blue","<24","Female","1",2005,"<6","<-0.75","Business travel","1",0,30,"Eco",26,"1/26/14","DL","Sigma Airlines Inc.","California","Georgia",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-118.1043,33.9827,-84.3319,33.8241,NA
"9439","Houston, TX","Portland, OR","Blue","71+","Male","1",2010,"38+","-0.451 to 0.0588","Personal Travel","0",120,75,"Eco",15,"1/15/14","OU","Oursin Airlines Inc.","Oregon","Texas",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-122.6511,45.5204,-95.3935,29.7843,NA
"9440","Sacramento, CA","Salt Lake City, UT","Silver","71+","Female","2",2004,"26-38","-0.451 to 0.0588","Personal Travel","0",100,40,"Eco",5,"1/5/14","DL","Sigma Airlines Inc.","Utah","California",11,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-111.9295,40.6408,-121.3247,38.6386,NA
"9441","Chicago, IL","Charlotte, NC","Gold","47-58","Female","1",2007,"13-25","0.059 to 0.3768","Business travel","1+",0,60,"Eco",19,"1/19/14","US","Southeast Airlines Co.","North Carolina","Illinois",9,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-80.8158,35.2497,-87.8954,41.8271,NA
"9442","New York, NY","Denver, CO","Blue","<24","Female","1",2008,"13-25","-0.451 to 0.0588","Mileage tickets","1+",60,30,"Eco",18,"2/18/14","DL","Sigma Airlines Inc.","Colorado","New York",10,"5 MINS TO 10 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-104.9551,39.7108,-73.9702,40.7184,NA
"9443","Denver, CO","Orlando, FL","Blue","25-35","Male","2",2003,"38+","-0.451 to 0.0588","Mileage tickets","0",0,60,"Eco",24,"1/24/14","OU","Oursin Airlines Inc.","Florida","Colorado",10,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","180+ Minutes","1000.0+ MILES","0",-81.4112,28.5844,-104.9551,39.7108,NA
"9444","New Orleans, LA","Minneapolis, MN","Blue","71+","Female","2",2011,"13-25","-0.451 to 0.0588","Personal Travel","0",0,105,"Eco",29,"1/29/14","EV","FlyFast Airways Inc.","Minnesota","Louisiana",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-93.2798,44.9782,-90.1437,29.9547,NA
"9445","San Diego, CA","Phoenix, AZ","Blue","36-46","Female","1",2011,"26-38","-0.451 to 0.0588","Business travel","1",60,90,"Eco",30,"1/30/14","WN","Cheapseats Airlines Inc.","Arizona","California",21,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-111.97,33.4941,-117.1288,32.9287,NA
"9446","Denver, CO","Philadelphia, PA","Blue","71+","Male","2",2010,"13-25","-0.451 to 0.0588","Personal Travel","0",0,50,"Eco",29,"1/29/14","WN","Cheapseats Airlines Inc.","Pennsylvania","Colorado",9,"5 MINS TO 10 MINS","10 MINS TO 20 MINS","No","180+ Minutes","1000.0+ MILES","0",-75.2984,39.9733,-104.9551,39.7108,NA
"9447","Atlanta, GA","Green Bay, WI","Blue","57-71","Male","2",2010,"38+","-0.451 to 0.0588","Mileage tickets","0",70,30,"Eco",2,"1/2/14","OO","Northwest Business Airlines Inc.","Wisconsin","Georgia",6,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-88.0395,44.5072,-84.3319,33.8241,NA
"9448","Minneapolis, MN","Seattle, WA","Silver","57-71","Female","1",2007,"6-12","<-0.75","Business travel","0",60,65,"Eco Plus",6,"3/6/14","DL","Sigma Airlines Inc.","Washington","Minnesota",12,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-122.2747,47.4684,-93.2798,44.9782,NA
"9449","San Francisco, CA","Las Vegas, NV","Silver","47-58","Male","1",2005,"13-25","-0.451 to 0.0588","Business travel","0",15,20,"Eco",8,"2/8/14","OU","Oursin Airlines Inc.","Nevada","California",7,"0-60 Mins","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-115.1672,36.1349,-122.1585,37.6712,NA
"9450","Baltimore, MD","Austin, TX","Blue","57-71","Male","1",2008,"26-38","-0.451 to 0.0588","Personal Travel","0",160,40,"Eco",27,"3/27/14","WN","Cheapseats Airlines Inc.","Texas","Maryland",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-97.7615,30.3585,-76.6478,39.2341,NA
"9451","Charlotte, NC","Washington, DC","Blue","71+","Female","1",2004,"6-12","-0.451 to 0.0588","Personal Travel","0",20,155,"Business",6,"2/6/14","EV","FlyFast Airways Inc.","Virginia","North Carolina",16,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-77.1897,38.8974,-80.8158,35.2497,NA
"9452","New Orleans, LA","Atlanta, GA","Gold","25-35","Female","1",2009,"26-38","-0.451 to 0.0588","Personal Travel","1+",120,75,"Eco",26,"3/26/14","DL","Sigma Airlines Inc.","Georgia","Louisiana",22,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-90.1437,29.9547,NA
"9453","New York, NY","Las Vegas, NV","Blue","47-58","Male","1",2011,"<6","0.059 to 0.3768","Business travel","1+",0,120,"Business",31,"3/31/14","B6","OnlyJets Airlines Inc.","Nevada","New York",21,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-115.1672,36.1349,-73.9702,40.7184,NA
"9454","New York, NY","Chicago, IL","Blue","47-58","Female","1",2012,"13-25","<-0.75","Business travel","1",0,50,"Eco",15,"1/15/14","AA","Paul Smith Airlines Inc.","Illinois","New York",20,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-87.8954,41.8271,-73.9702,40.7184,NA
"9455","San Francisco, CA","San Diego, CA","Blue","71+","Male","1",2009,"38+","-0.451 to 0.0588","Business travel","0",46,60,"Eco",22,"1/22/14","WN","Cheapseats Airlines Inc.","California","California",19,"20 MINS TO 60 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-117.1288,32.9287,-122.1585,37.6712,NA
"9456","Phoenix, AZ","Albuquerque, NM","Gold","47-58","Male","2",2005,"26-38","-0.451 to 0.0588","Business travel","1",0,150,"Eco",17,"3/17/14","WN","Cheapseats Airlines Inc.","New Mexico","Arizona",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-106.6281,35.1434,-111.97,33.4941,NA
"9457","Albany, NY","Orlando, FL","Blue","47-58","Male","2",2005,"38+","-0.451 to 0.0588","Personal Travel","0",0,60,"Eco",8,"1/8/14","WN","Cheapseats Airlines Inc.","Florida","New York",12,"20 MINS TO 60 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-81.4112,28.5844,-73.7994,42.7439,NA
"9458","San Diego, CA","Kahului, HI","Blue","36-46","Male","1",2012,"6-12","<-0.75","Business travel","1+",0,90,"Eco",5,"2/5/14","AS","FlyToSun Airlines Inc.","Hawaii","California",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-156.4779,20.8864,-117.1288,32.9287,NA
"9459","Orlando, FL","Albany, NY","Blue","57-71","Female","2",2003,"26-38","-0.451 to 0.0588","Personal Travel","0",0,55,"Eco Plus",30,"1/30/14","WN","Cheapseats Airlines Inc.","New York","Florida",14,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-73.7994,42.7439,-81.4112,28.5844,NA
"9460","Kansas City, MO","Denver, CO","Blue","<24","Male","1",2003,"13-25","<-0.75","Business travel","0",0,30,"Eco",10,"1/10/14","WN","Cheapseats Airlines Inc.","Colorado","Missouri",18,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-94.5949,39.0398,NA
"9461","Minneapolis, MN","Miami, FL","Blue","47-58","Female","1",2003,"13-25","-0.451 to 0.0588","Business travel","0",0,15,"Eco",23,"2/23/14","DL","Sigma Airlines Inc.","Florida","Minnesota",15,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","180+ Minutes","1000.0+ MILES","0",-80.2314,26.1756,-93.2798,44.9782,NA
"9462","Providence, RI","Baltimore, MD","Blue","25-35","Male","2",2012,"13-25","-0.451 to 0.0588","Business travel","0",20,75,"Eco",13,"2/13/14","WN","Cheapseats Airlines Inc.","Maryland","Rhode Island",16,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","LESS THAN 400 MILES","1",-76.6478,39.2341,-71.3974,41.7763,NA
"9463","Houston, TX","New Orleans, LA","Silver","57-71","Female","1",2011,"6-12","<-0.75","Business travel","0",20,5,"Eco",19,"2/19/14","WN","Cheapseats Airlines Inc.","Louisiana","Texas",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-90.1437,29.9547,-95.3935,29.7843,NA
"9464","Portland, OR","New York, NY","Blue","25-35","Female","2",2006,"<6","0.3768+","Business travel","1",0,60,"Eco",28,"3/28/14","DL","Sigma Airlines Inc.","New York","Oregon",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-73.9702,40.7184,-122.6511,45.5204,NA
"9465","San Francisco, CA","Chicago, IL","Blue","47-58","Male","1",2003,"13-25","-0.451 to 0.0588","Personal Travel","0",0,121,"Eco",6,"1/6/14","OU","Oursin Airlines Inc.","Illinois","California",19,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","1000.0+ MILES","0",-87.8954,41.8271,-122.1585,37.6712,NA
"9466","Atlanta, GA","Eagle, CO","Blue","36-46","Female","1",2006,"26-38","-0.451 to 0.0588","Business travel","0",0,30,"Eco",2,"3/2/14","DL","Sigma Airlines Inc.","Colorado","Georgia",8,"LESS THAN 5 MINS","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-106.8263,39.6446,-84.3319,33.8241,NA
"9467","Atlanta, GA","Chicago, IL","Blue","47-58","Male","1",2009,"13-25","<-0.75","Business travel","0",0,90,"Eco",22,"2/22/14","DL","Sigma Airlines Inc.","Illinois","Georgia",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-87.8954,41.8271,-84.3319,33.8241,NA
"9468","Duluth, MN","Chicago, IL","Platinum","36-46","Male","2",2008,"13-25","<-0.75","Business travel","1+",120,90,"Eco",21,"3/21/14","OO","Northwest Business Airlines Inc.","Illinois","Minnesota",8,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-87.8954,41.8271,-92.129,46.7656,NA
"9469","Austin, TX","Houston, TX","Silver","25-35","Female","1",2010,"<6","<-0.75","Business travel","0",0,15,"Eco",21,"3/21/14","EV","FlyFast Airways Inc.","Texas","Texas",7,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-95.3935,29.7843,-97.7615,30.3585,NA
"9470","Billings, MT","Denver, CO","Blue","71+","Female","1",2011,"38+","-0.451 to 0.0588","Personal Travel","0",0,110,"Eco",23,"3/23/14","OU","Oursin Airlines Inc.","Colorado","Montana",11,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-104.9551,39.7108,-108.5318,45.7913,NA
"9471","Las Vegas, NV","Los Angeles, CA","Blue","57-71","Female","1",2010,"26-38","<-0.75","Personal Travel","1+",0,50,"Eco",16,"2/16/14","WN","Cheapseats Airlines Inc.","California","Nevada",21,"10 MINS TO 20 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-118.1043,33.9827,-115.1672,36.1349,NA
"9472","Denver, CO","Baltimore, MD","Silver","36-46","Female","1",2010,"6-12","0.3768+","Business travel","1+",60,65,"Business",24,"3/24/14","WN","Cheapseats Airlines Inc.","Maryland","Colorado",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-76.6478,39.2341,-104.9551,39.7108,NA
"9473","Minneapolis, MN","Los Angeles, CA","Silver","<24","Female","1",2003,"13-25","-0.451 to 0.0588","Business travel","0",10,30,"Eco Plus",15,"3/15/14","DL","Sigma Airlines Inc.","California","Minnesota",6,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","180+ Minutes","1000.0+ MILES","0",-118.1043,33.9827,-93.2798,44.9782,NA
"9474","Orlando, FL","Atlanta, GA","Blue","<24","Male","2",2006,"<6","0.3768+","Business travel","1",60,50,"Eco",11,"2/11/14","DL","Sigma Airlines Inc.","Georgia","Florida",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-81.4112,28.5844,NA
"9475","Atlanta, GA","Denver, CO","Blue","47-58","Female","1",2007,"26-38","<-0.75","Business travel","1",5,45,"Eco",28,"3/28/14","FL","FlyHere Airways","Colorado","Georgia",6,"LESS THAN 5 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-104.9551,39.7108,-84.3319,33.8241,NA
"9476","Providence, RI","Tampa, FL","Blue","36-46","Female","1",2010,"13-25","<-0.75","Personal Travel","1+",0,90,"Eco",17,"1/17/14","WN","Cheapseats Airlines Inc.","Florida","Rhode Island",17,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-82.5132,28.0062,-71.3974,41.7763,NA
"9477","Minneapolis, MN","Anchorage, AK","Blue","36-46","Male","1",2004,"13-25","-0.451 to 0.0588","Business travel","1+",0,60,"Eco",12,"2/12/14","DL","Sigma Airlines Inc.","Alaska","Minnesota",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-149.8472,61.1679,-93.2798,44.9782,NA
"9478","St. Louis, MO","Charlotte, NC","Blue","57-71","Male","2",2012,"38+","-0.451 to 0.0588","Personal Travel","0",0,10,"Eco",2,"1/2/14","US","Southeast Airlines Co.","North Carolina","Missouri",14,"20 MINS TO 60 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-80.8158,35.2497,-90.3409,38.6307,NA
"9479","Tampa, FL","Charlotte, NC","Blue","47-58","Female","1",2003,"13-25","<-0.75","Business travel","0",0,74,"Eco",5,"3/5/14","US","Southeast Airlines Co.","North Carolina","Florida",13,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-80.8158,35.2497,-82.5132,28.0062,NA
"9480","Memphis, TN","Atlanta, GA","Blue","25-35","Female","2",2006,"38+","-0.451 to 0.0588","Business travel","0",0,30,"Eco",28,"3/28/14","DL","Sigma Airlines Inc.","Georgia","Tennessee",14,"20 MINS TO 60 MINS","20 MINS TO 60 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-84.3319,33.8241,-89.9179,35.0951,NA
"9481","Sitka, AK","Juneau, AK","Blue","25-35","Male","0",2003,"38+","-0.451 to 0.0588","Mileage tickets","0",10,18,"Eco Plus",2,"1/2/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-134.5828,58.3523,-135.3766,57.0792,NA
"9482","Phoenix, AZ","Las Vegas, NV","Blue","47-58","Female","1",2003,"38+","-0.451 to 0.0588","Business travel","0",45,60,"Eco",29,"1/29/14","WN","Cheapseats Airlines Inc.","Nevada","Arizona",12,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","1",-115.1672,36.1349,-111.97,33.4941,NA
"9483","Tampa, FL","Charlotte, NC","Blue","25-35","Female","1",2003,"13-25","0.059 to 0.3768","Business travel","1+",80,105,"Eco Plus",14,"2/14/14","US","Southeast Airlines Co.","North Carolina","Florida",20,"0-60 Mins","60 MINS TO 180 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-80.8158,35.2497,-82.5132,28.0062,NA
"9484","Denver, CO","Kansas City, MO","Blue","36-46","Female","2",2007,"13-25","-0.451 to 0.0588","Business travel","0",60,75,"Eco",15,"2/15/14","F9","GoingNorth Airlines Inc.","Missouri","Colorado",15,"10 MINS TO 20 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-94.5949,39.0398,-104.9551,39.7108,NA
"9485","Kansas City, MO","Atlanta, GA","Silver","25-35","Female","1",2004,"38+","-0.451 to 0.0588","Business travel","0",0,30,"Business",7,"2/7/14","DL","Sigma Airlines Inc.","Georgia","Missouri",13,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-94.5949,39.0398,NA
"9486","Houston, TX","Minneapolis, MN","Blue","47-58","Female","1",2004,"13-25","-0.451 to 0.0588","Business travel","0",0,35,"Eco",22,"3/22/14","EV","FlyFast Airways Inc.","Minnesota","Texas",19,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-93.2798,44.9782,-95.3935,29.7843,NA
"9487","Kotzebue, AK","Anchorage, AK","Silver","36-46","Male","1",2008,"13-25","-0.451 to 0.0588","Business travel","0",20,90,"Eco",22,"3/22/14","AS","FlyToSun Airlines Inc.","Alaska","Alaska",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-149.8472,61.1679,-162.5876,66.8939,NA
"9488","Boston, MA","New York, NY","Blue","57-71","Male","2",2003,"38+","-0.451 to 0.0588","Business travel","0",20,45,"Eco",1,"1/1/14","B6","OnlyJets Airlines Inc.","New York","Massachusetts",10,"0-60 Mins","180+ Minutes","Yes","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-73.9702,40.7184,-71.1407,42.3731,NA
"9489","Atlanta, GA","Chattanooga, TN","Blue","25-35","Female","1",2010,"26-38","-0.451 to 0.0588","Business travel","1+",210,30,"Eco",12,"3/12/14","EV","FlyFast Airways Inc.","Tennessee","Georgia",6,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-85.2104,35.0585,-84.3319,33.8241,NA
"9490","Minneapolis, MN","Portland, OR","Blue","57-71","Female","1",2004,"13-25","<-0.75","Business travel","0",0,15,"Eco",27,"3/27/14","DL","Sigma Airlines Inc.","Oregon","Minnesota",7,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","0",-122.6511,45.5204,-93.2798,44.9782,NA
"9491","Salt Lake City, UT","Denver, CO","Blue","36-46","Female","2",2012,"26-38","-0.451 to 0.0588","Business travel","1",0,300,"Eco",21,"1/21/14","F9","GoingNorth Airlines Inc.","Colorado","Utah",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","LESS THAN 400 MILES","0",-104.9551,39.7108,-111.9295,40.6408,NA
"9492","Birmingham, AL","Miami, FL","Blue","25-35","Male","0",2004,"26-38","-0.451 to 0.0588","Business travel","1",50,20,"Eco",13,"3/13/14","MQ","EnjoyFlying Air Services","Florida","Alabama",21,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-80.2314,26.1756,-86.792,33.4691,NA
"9493","San Juan, PR","Chicago, IL","Blue","36-46","Female","2",2009,"38+","-0.451 to 0.0588","Mileage tickets","0",0,30,"Eco",9,"3/9/14","OU","Oursin Airlines Inc.","Illinois","Puerto Rico",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","0",-87.8954,41.8271,-66.1162,18.2882,NA
"9494","Los Angeles, CA","Tucson, AZ","Blue","57-71","Male","1",2009,"13-25","-0.451 to 0.0588","Mileage tickets","0",0,125,"Business",11,"3/11/14","OO","Northwest Business Airlines Inc.","Arizona","California",5,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-110.9461,32.2549,-118.1043,33.9827,NA
"9495","Portland, OR","Salt Lake City, UT","Blue","57-71","Male","0",2004,"13-25","-0.451 to 0.0588","Business travel","0",90,135,"Eco",24,"3/24/14","DL","Sigma Airlines Inc.","Utah","Oregon",17,"LESS THAN 5 MINS","5 MINS TO 10 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-111.9295,40.6408,-122.6511,45.5204,NA
"9496","Columbus, OH","Houston, TX","Blue","71+","Female","1",2005,"13-25","<-0.75","Personal Travel","0",140,45,"Eco Plus",21,"3/21/14","EV","FlyFast Airways Inc.","Texas","Ohio",10,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.3935,29.7843,-82.9685,40.0212,NA
"9497","El Paso, TX","Phoenix, AZ","Silver","57-71","Male","1",2005,"26-38","-0.451 to 0.0588","Mileage tickets","0",0,115,"Eco",31,"1/31/14","OO","Northwest Business Airlines Inc.","Arizona","Texas",16,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-106.389,31.7802,NA
"9498","San Francisco, CA","Chicago, IL","Silver","47-58","Female","1",2011,"26-38","-0.451 to 0.0588","Business travel","0",130,60,"Business",23,"1/23/14","VX","Cool&Young Airlines Inc.","Illinois","California",18,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","180+ Minutes","1000.0+ MILES","1",-87.8954,41.8271,-122.1585,37.6712,NA
"9499","San Diego, CA","Phoenix, AZ","Blue","36-46","Male","2",2003,"26-38","-0.451 to 0.0588","Business travel","0",0,10,"Eco",13,"2/13/14","US","Southeast Airlines Co.","Arizona","California",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","LESS THAN 60 MINS","LESS THAN 400 MILES","0",-111.97,33.4941,-117.1288,32.9287,NA
"9500","Atlanta, GA","Tulsa, OK","Blue","<24","Male","1",2006,"6-12","<-0.75","Business travel","1+",0,85,"Eco",28,"3/28/14","EV","FlyFast Airways Inc.","Oklahoma","Georgia",10,"LESS THAN 5 MINS","10 MINS TO 20 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-95.9013,36.1054,-84.3319,33.8241,NA
"9501","Los Angeles, CA","Denver, CO","Silver","47-58","Female","1",2007,"13-25","-0.451 to 0.0588","Business travel","0",45,135,"Eco",7,"3/7/14","WN","Cheapseats Airlines Inc.","Colorado","California",8,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","1",-104.9551,39.7108,-118.1043,33.9827,NA
"9502","Indianapolis, IN","Atlanta, GA","Blue","36-46","Female","0",2003,"6-12","0.059 to 0.3768","Business travel","1",40,0,"Eco",25,"2/25/14","DL","Sigma Airlines Inc.","Georgia","Indiana",14,"10 MINS TO 20 MINS","20 MINS TO 60 MINS","No","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","0",-84.3319,33.8241,-86.1455,39.8113,NA
"9503","Portland, OR","Phoenix, AZ","Blue","57-71","Male","1",2010,"38+","-0.451 to 0.0588","Business travel","0",60,20,"Eco",12,"2/12/14","AS","FlyToSun Airlines Inc.","Arizona","Oregon",14,"LESS THAN 5 MINS","LESS THAN 5 MINS","No","60 MINS TO 180 MINS","1000.0+ MILES","1",-111.97,33.4941,-122.6511,45.5204,NA
