"","Partner.Name","Age","Gender","Airline.Status","Price.Sensitivity","Loyalty","Type.of.Travel","Total.Freq.Flyer.Accts","Class","Flights.Per.Year","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","Flight.time.in.minutes","Flight.Distance","Flight.cancelled","Likelihood.to.recommend"
"7455","Northwest Business Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7456","FlyFast Airways Inc.","57-71","Female","Blue","2","<-0.75","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7457","Cheapseats Airlines Inc.","57-71","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7458","EnjoyFlying Air Services","25-35","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7459","FlyFast Airways Inc.","57-71","Female","Blue","1","<-0.75","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7460","Cheapseats Airlines Inc.","36-46","Female","Silver","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7461","FlyToSun Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7462","Southeast Airlines Co.","47-58","Female","Blue","3","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7463","OnlyJets Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Business","38+","LESS THAN 5 MINS","20 MINS TO 60 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7464","Sigma Airlines Inc.","25-35","Female","Silver","2","-0.451 to 0.0588","Personal Travel","1","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7465","Southeast Airlines Co.","47-58","Male","Blue","2","0.059 to 0.3768","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7466","Oursin Airlines Inc.","36-46","Female","Gold","1","0.059 to 0.3768","Personal Travel","1+","Eco","6-12","0-60 Mins","180+ Minutes","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7467","Oursin Airlines Inc.","36-46","Male","Blue","1","0.3768+","Mileage tickets","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7468","Southeast Airlines Co.","57-71","Female","Blue","1","<-0.75","Business travel","0","Business","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7469","FlyFast Airways Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7470","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7471","Oursin Airlines Inc.","57-71","Female","Blue","0","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7472","Northwest Business Airlines Inc.","25-35","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7473","Southeast Airlines Co.","25-35","Male","Blue","1","0.3768+","Business travel","1+","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7474","Oursin Airlines Inc.","36-46","Male","Blue","2","0.3768+","Business travel","0","Eco","<6","10 MINS TO 20 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7475","Cheapseats Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7476","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7477","Cheapseats Airlines Inc.","36-46","Female","Silver","1","<-0.75","Mileage tickets","1+","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7478","Oursin Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7479","OnlyJets Airlines Inc.","36-46","Male","Gold","1","<-0.75","Business travel","1+","Eco","13-25","0-60 Mins","60 MINS TO 180 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7480","Cheapseats Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"7481","FlyHere Airways","36-46","Female","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","400 MILES TO 1000.0 MILES","No","1"
"7482","Paul Smith Airlines Inc.","71+","Male","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","38+","5 MINS TO 10 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7483","Southeast Airlines Co.","71+","Male","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7484","Cheapseats Airlines Inc.","36-46","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7485","Paul Smith Airlines Inc.","71+","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7486","FlyToSun Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7487","FlyHere Airways","36-46","Female","Silver","1","<-0.75","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7488","Oursin Airlines Inc.","36-46","Male","Blue","1","0.3768+","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7489","Southeast Airlines Co.","47-58","Male","Silver","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7490","Sigma Airlines Inc.","<24","Female","Blue","2","<-0.75","Personal Travel","1","Eco","13-25","10 MINS TO 20 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7491","FlyFast Airways Inc.","36-46","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7492","FlyFast Airways Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7493","Paul Smith Airlines Inc.","36-46","Male","Blue","2","-0.451 to 0.0588","Business travel","1+","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7494","Oursin Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7495","Sigma Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7496","GoingNorth Airlines Inc.","25-35","Female","Silver","1","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7497","OnlyJets Airlines Inc.","25-35","Male","Silver","3","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7498","FlyFast Airways Inc.","36-46","Male","Platinum","1","<-0.75","Business travel","1+","Eco","26-38","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7499","Cheapseats Airlines Inc.","57-71","Female","Silver","2","0.059 to 0.3768","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7500","Southeast Airlines Co.","<24","Female","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7501","Cheapseats Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7502","Cool&Young Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7503","Southeast Airlines Co.","71+","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7504","GoingNorth Airlines Inc.","47-58","Female","Silver","1","0.059 to 0.3768","Business travel","0","Business","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7505","Oursin Airlines Inc.","57-71","Female","Blue","1","<-0.75","Business travel","0","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7506","Cheapseats Airlines Inc.","71+","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7507","Sigma Airlines Inc.","57-71","Male","Silver","2","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","5 MINS TO 10 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7508","Northwest Business Airlines Inc.","25-35","Female","Silver","1","0.3768+","Personal Travel","1+","Eco Plus","<6","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7509","Sigma Airlines Inc.","36-46","Female","Gold","1","-0.451 to 0.0588","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7510","Northwest Business Airlines Inc.","36-46","Female","Silver","2","<-0.75","Business travel","1","Business","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7511","EnjoyFlying Air Services","57-71","Female","Blue","2","<-0.75","Personal Travel","1+","Eco","6-12","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7512","Paul Smith Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Personal Travel","1+","Eco Plus","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7513","Southeast Airlines Co.","25-35","Male","Silver","1","<-0.75","Business travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7514","Sigma Airlines Inc.","47-58","Female","Blue","1","0.059 to 0.3768","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7515","Sigma Airlines Inc.","47-58","Female","Gold","1","<-0.75","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7516","Sigma Airlines Inc.","<24","Female","Blue","1","<-0.75","Personal Travel","1","Eco","<6","0-60 Mins","60 MINS TO 180 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7517","Sigma Airlines Inc.","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco Plus","13-25","0","0","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","Yes","1"
"7518","Northwest Business Airlines Inc.","36-46","Male","Silver","1","0.3768+","Business travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7519","Cheapseats Airlines Inc.","71+","Male","Gold","1","<-0.75","Personal Travel","1","Eco","13-25","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7520","Northwest Business Airlines Inc.","<24","Male","Silver","2","0.059 to 0.3768","Business travel","0","Business","<6","5 MINS TO 10 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7521","Northwest Business Airlines Inc.","36-46","Male","Blue","2","<-0.75","Business travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7522","Sigma Airlines Inc.","36-46","Male","Platinum","1","0.3768+","Mileage tickets","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","0"
"7523","Sigma Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","0-60 Mins","180+ Minutes","180+ Minutes","1000.0+ MILES","No","1"
"7524","Cheapseats Airlines Inc.","25-35","Female","Blue","1","0.059 to 0.3768","Business travel","1","Eco","13-25","20 MINS TO 60 MINS","10 MINS TO 20 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7525","FlyFast Airways Inc.","47-58","Female","Blue","0","0.3768+","Business travel","0","Business","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7526","Cheapseats Airlines Inc.","47-58","Female","Blue","2","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7527","GoingNorth Airlines Inc.","36-46","Female","Silver","1","0.059 to 0.3768","Personal Travel","1+","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7528","Southeast Airlines Co.","25-35","Male","Silver","0","0.3768+","Business travel","0","Eco Plus","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7529","Paul Smith Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco Plus","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","1"
"7530","Cheapseats Airlines Inc.","<24","Female","Blue","1","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","20 MINS TO 60 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7531","Northwest Business Airlines Inc.","25-35","Male","Blue","3","0.3768+","Personal Travel","0","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7532","FlyHere Airways","<24","Female","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7533","Cheapseats Airlines Inc.","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","0"
"7534","Sigma Airlines Inc.","36-46","Female","Blue","1","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7535","EnjoyFlying Air Services","36-46","Male","Blue","1","-0.451 to 0.0588","Business travel","1+","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7536","Cool&Young Airlines Inc.","71+","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7537","Southeast Airlines Co.","57-71","Female","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7538","Northwest Business Airlines Inc.","47-58","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7539","FlyFast Airways Inc.","36-46","Female","Blue","2","-0.451 to 0.0588","Business travel","1","Eco","38+","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7540","Northwest Business Airlines Inc.","57-71","Male","Blue","1","<-0.75","Business travel","0","Eco","6-12","LESS THAN 5 MINS","5 MINS TO 10 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7541","Northwest Business Airlines Inc.","57-71","Female","Blue","2","<-0.75","Business travel","0","Eco","13-25","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7542","Southeast Airlines Co.","25-35","Female","Silver","1","-0.451 to 0.0588","Business travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","1000.0+ MILES","No","0"
"7543","FlyFast Airways Inc.","25-35","Female","Blue","0","<-0.75","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7544","Sigma Airlines Inc.","71+","Female","Blue","2","<-0.75","Personal Travel","0","Eco","6-12","10 MINS TO 20 MINS","20 MINS TO 60 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7545","Cheapseats Airlines Inc.","25-35","Female","Silver","0","0.3768+","Mileage tickets","1+","Eco","<6","20 MINS TO 60 MINS","20 MINS TO 60 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7546","OnlyJets Airlines Inc.","25-35","Female","Blue","2","0.059 to 0.3768","Business travel","1","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7547","OnlyJets Airlines Inc.","<24","Male","Blue","2","-0.451 to 0.0588","Personal Travel","1","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7548","GoingNorth Airlines Inc.","71+","Female","Blue","2","-0.451 to 0.0588","Mileage tickets","0","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","1"
"7549","Northwest Business Airlines Inc.","36-46","Male","Gold","1","0.059 to 0.3768","Mileage tickets","1+","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7550","Sigma Airlines Inc.","47-58","Male","Blue","2","-0.451 to 0.0588","Business travel","0","Eco","<6","LESS THAN 5 MINS","10 MINS TO 20 MINS","60 MINS TO 180 MINS","400 MILES TO 1000.0 MILES","No","0"
"7551","Sigma Airlines Inc.","47-58","Male","Blue","1","-0.451 to 0.0588","Business travel","0","Eco","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","0"
"7552","Sigma Airlines Inc.","57-71","Male","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","38+","LESS THAN 5 MINS","LESS THAN 5 MINS","180+ Minutes","1000.0+ MILES","No","1"
"7553","Southeast Airlines Co.","47-58","Female","Gold","1","0.059 to 0.3768","Business travel","1","Eco Plus","6-12","LESS THAN 5 MINS","LESS THAN 5 MINS","60 MINS TO 180 MINS","LESS THAN 400 MILES","No","1"
"7554","West Airways Inc.","57-71","Female","Blue","1","<-0.75","Business travel","1","Eco","26-38","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7555","Sigma Airlines Inc.","57-71","Female","Blue","1","-0.451 to 0.0588","Personal Travel","0","Eco","13-25","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
"7556","Sigma Airlines Inc.","47-58","Female","Blue","2","0.3768+","Business travel","1+","Eco","<6","LESS THAN 5 MINS","LESS THAN 5 MINS","LESS THAN 60 MINS","LESS THAN 400 MILES","No","1"
